com.estimote.sdk.connection.BeaconConnection,getMacAddress,"['MAC', 'Address']",
com.estimote.sdk.cloud.model.BeaconInfo.Builder,setMacAddress,"['MAC', 'Address']",
com.estimote.sdk.connection.exceptions.NotOwnerException,getDeviceId,"['Device', 'ID']",
